year,type,area,season,sector,fuel,quantity,price,elasticity
2012,Nodal,NM,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,NM,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,OH,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,OH,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,OK,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,OK,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,PA,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,PA,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,RW,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,RW,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,TN,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,TN,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,TX,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,TX,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,WA,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,WA,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,WC,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,WC,Y,IND,HE_SO_CRUDE,1.0,,
2012,Nodal,WY,Y,IND,LI_SW_CRUDE,1.0,,
2012,Nodal,WY,Y,IND,HE_SO_CRUDE,1.0,,
2015,Nodal,AK,Y,IND,HE_SO_CRUDE,0.764564709231721,,
2015,Nodal,AK,Y,IND,LI_SW_CRUDE,0.764564709231721,,
2015,Nodal,CA,Y,IND,HE_SO_CRUDE,1.010867096790349,,
2015,Nodal,CA,Y,IND,LI_SW_CRUDE,1.010867096790349,,
2015,Nodal,CO,Y,IND,LI_SW_CRUDE,1.002176278563656,,
2015,Nodal,CO,Y,IND,HE_SO_CRUDE,1.002176278563656,,
2015,Nodal,DE,Y,IND,HE_SO_CRUDE,1.0504413619167718,,
2015,Nodal,DE,Y,IND,LI_SW_CRUDE,1.0504413619167718,,
2015,Nodal,EC,Y,IND,LI_SW_CRUDE,2.188255166163702,,
2015,Nodal,EC,Y,IND,HE_SO_CRUDE,2.188255166163702,,
2015,Nodal,IL,Y,IND,HE_SO_CRUDE,1.0156682747293937,,
2015,Nodal,IL,Y,IND,LI_SW_CRUDE,1.0156682747293937,,
2015,Nodal,IN,Y,IND,LI_SW_CRUDE,1.2066384533433407,,
2015,Nodal,IN,Y,IND,HE_SO_CRUDE,1.2066384533433407,,
2015,Nodal,KS,Y,IND,LI_SW_CRUDE,0.9949034534470654,,
2015,Nodal,KS,Y,IND,HE_SO_CRUDE,0.9949034534470654,,
2015,Nodal,KY,Y,IND,LI_SW_CRUDE,1.03305609325477,,
2015,Nodal,KY,Y,IND,HE_SO_CRUDE,1.03305609325477,,
2015,Nodal,LA,Y,IND,LI_SW_CRUDE,1.0042308059474476,,
2015,Nodal,LA,Y,IND,HE_SO_CRUDE,1.0042308059474476,,
2015,Nodal,MN,Y,IND,LI_SW_CRUDE,0.9474999999999999,,
2015,Nodal,MN,Y,IND,HE_SO_CRUDE,0.9474999999999999,,
2015,Nodal,MS,Y,IND,HE_SO_CRUDE,1.0190170984070077,,
2015,Nodal,MS,Y,IND,LI_SW_CRUDE,1.0190170984070077,,
2015,Nodal,MT,Y,IND,LI_SW_CRUDE,0.9922566371681416,,
2015,Nodal,MT,Y,IND,HE_SO_CRUDE,0.9922566371681416,,
2015,Nodal,MX,Y,IND,HE_SO_CRUDE,1.007518369600776,,
2015,Nodal,MX,Y,IND,LI_SW_CRUDE,1.007518369600776,,
2015,Nodal,ND,Y,IND,HE_SO_CRUDE,0.897092257987316,,
2015,Nodal,ND,Y,IND,LI_SW_CRUDE,0.897092257987316,,
2015,Nodal,NJ,Y,IND,HE_SO_CRUDE,0.9105010323284074,,
2015,Nodal,NJ,Y,IND,LI_SW_CRUDE,0.9105010323284074,,
2015,Nodal,NM,Y,IND,HE_SO_CRUDE,1.1349981903727833,,
2015,Nodal,NM,Y,IND,LI_SW_CRUDE,1.1349981903727833,,
2015,Nodal,OH,Y,IND,LI_SW_CRUDE,0.9765406508077518,,
2015,Nodal,OH,Y,IND,HE_SO_CRUDE,0.9765406508077518,,
2015,Nodal,OK,Y,IND,LI_SW_CRUDE,1.000461177813493,,
2015,Nodal,OK,Y,IND,HE_SO_CRUDE,1.000461177813493,,
2015,Nodal,PA,Y,IND,HE_SO_CRUDE,1.5269830529326731,,
2015,Nodal,PA,Y,IND,LI_SW_CRUDE,1.5269830529326731,,
2015,Nodal,RW,Y,IND,LI_SW_CRUDE,1.03,,
2015,Nodal,RW,Y,IND,HE_SO_CRUDE,1.03,,
2015,Nodal,TN,Y,IND,HE_SO_CRUDE,0.9728555917480999,,
2015,Nodal,TN,Y,IND,LI_SW_CRUDE,0.9728555917480999,,
2015,Nodal,TX,Y,IND,LI_SW_CRUDE,1.0817769368152212,,
2015,Nodal,TX,Y,IND,HE_SO_CRUDE,1.0817769368152212,,
2015,Nodal,WA,Y,IND,HE_SO_CRUDE,1.0100428363529677,,
2015,Nodal,WA,Y,IND,LI_SW_CRUDE,1.0100428363529677,,
2015,Nodal,WC,Y,IND,LI_SW_CRUDE,0.41304334127781955,,
2015,Nodal,WC,Y,IND,HE_SO_CRUDE,0.41304334127781955,,
2015,Nodal,WY,Y,IND,LI_SW_CRUDE,1.0070206351971964,,
2015,Nodal,WY,Y,IND,HE_SO_CRUDE,1.0070206351971964,,
2018,Nodal,AK,Y,IND,HE_SO_CRUDE,0.8180842388779416,,
2018,Nodal,AK,Y,IND,LI_SW_CRUDE,0.8180842388779416,,
2018,Nodal,CA,Y,IND,HE_SO_CRUDE,1.0816277935656735,,
2018,Nodal,CA,Y,IND,LI_SW_CRUDE,1.0816277935656735,,
2018,Nodal,CO,Y,IND,LI_SW_CRUDE,1.0723286180631122,,
2018,Nodal,CO,Y,IND,HE_SO_CRUDE,1.0723286180631122,,
2018,Nodal,DE,Y,IND,HE_SO_CRUDE,1.1239722572509458,,
2018,Nodal,DE,Y,IND,LI_SW_CRUDE,1.1239722572509458,,
2018,Nodal,EC,Y,IND,LI_SW_CRUDE,1.09,,
2018,Nodal,EC,Y,IND,HE_SO_CRUDE,1.38,,
2018,Nodal,IL,Y,IND,HE_SO_CRUDE,1.0867650539604514,,
2018,Nodal,IL,Y,IND,LI_SW_CRUDE,1.0867650539604514,,
2018,Nodal,IN,Y,IND,LI_SW_CRUDE,1.2911031450773747,,
2018,Nodal,IN,Y,IND,HE_SO_CRUDE,1.2911031450773747,,
2018,Nodal,KS,Y,IND,LI_SW_CRUDE,1.06454669518836,,
2018,Nodal,KS,Y,IND,HE_SO_CRUDE,1.06454669518836,,
2018,Nodal,KY,Y,IND,LI_SW_CRUDE,1.105370019782604,,
2018,Nodal,KY,Y,IND,HE_SO_CRUDE,1.105370019782604,,
2018,Nodal,LA,Y,IND,LI_SW_CRUDE,1.074526962363769,,
2018,Nodal,LA,Y,IND,HE_SO_CRUDE,1.074526962363769,,
2018,Nodal,MN,Y,IND,LI_SW_CRUDE,1.013825,,
2018,Nodal,MN,Y,IND,HE_SO_CRUDE,1.013825,,
2018,Nodal,MS,Y,IND,HE_SO_CRUDE,1.0903482952954984,,
2018,Nodal,MS,Y,IND,LI_SW_CRUDE,1.0903482952954984,,
2018,Nodal,MT,Y,IND,LI_SW_CRUDE,1.0617146017699115,,
2018,Nodal,MT,Y,IND,HE_SO_CRUDE,1.0617146017699115,,
2018,Nodal,MX,Y,IND,HE_SO_CRUDE,0.92,,
2018,Nodal,MX,Y,IND,LI_SW_CRUDE,0.92,,
2018,Nodal,ND,Y,IND,HE_SO_CRUDE,0.9598887160464281,,
2018,Nodal,ND,Y,IND,LI_SW_CRUDE,0.9598887160464281,,
2018,Nodal,NJ,Y,IND,HE_SO_CRUDE,0.974236104591396,,
2018,Nodal,NJ,Y,IND,LI_SW_CRUDE,0.974236104591396,,
2018,Nodal,NM,Y,IND,HE_SO_CRUDE,1.2144480636988781,,
2018,Nodal,NM,Y,IND,LI_SW_CRUDE,1.2144480636988781,,
2018,Nodal,OH,Y,IND,LI_SW_CRUDE,1.0448984963642944,,
2018,Nodal,OH,Y,IND,HE_SO_CRUDE,1.0448984963642944,,
2018,Nodal,OK,Y,IND,LI_SW_CRUDE,1.0704934602604377,,
2018,Nodal,OK,Y,IND,HE_SO_CRUDE,1.0704934602604377,,
2018,Nodal,PA,Y,IND,HE_SO_CRUDE,1.6338718666379604,,
2018,Nodal,PA,Y,IND,LI_SW_CRUDE,1.6338718666379604,,
2018,Nodal,RW,Y,IND,LI_SW_CRUDE,1.07,,
2018,Nodal,RW,Y,IND,HE_SO_CRUDE,1.07,,
2018,Nodal,TN,Y,IND,HE_SO_CRUDE,1.0409554831704668,,
2018,Nodal,TN,Y,IND,LI_SW_CRUDE,1.0409554831704668,,
2018,Nodal,TX,Y,IND,LI_SW_CRUDE,1.1575013223922868,,
2018,Nodal,TX,Y,IND,HE_SO_CRUDE,1.1575013223922868,,
2018,Nodal,WA,Y,IND,HE_SO_CRUDE,1.0807458348976755,,
2018,Nodal,WA,Y,IND,LI_SW_CRUDE,1.0807458348976755,,
2018,Nodal,WC,Y,IND,LI_SW_CRUDE,1.09,,
2018,Nodal,WC,Y,IND,HE_SO_CRUDE,1.38,,
2018,Nodal,WY,Y,IND,LI_SW_CRUDE,1.0775120796610003,,
2018,Nodal,WY,Y,IND,HE_SO_CRUDE,1.0775120796610003,,
